rhos_412,rhos_469,rhos_555,rhos_645,rhos_859,rhos_1240,rhos_2130,rhot_412,rhot_469,rhot_555,rhot_645,rhot_859,rhot_1240,rhot_2130,label
0.05804861,0.06283319,0.051029094,0.033195987,0.042488508,0.027062843,0.015103926,0.237808466,0.177115634,0.102786474,0.062927589,0.052735608,0.028372526,0.012280879,sargasso
0.050151911,0.050634373,0.033798907,0.019698236,0.023421744,0.012579613,0.005792787,0.232760653,0.167927191,0.088847265,0.051095035,0.034135912,0.014489711,0.004856844,sargasso
0.044974726,0.041008029,0.023484532,0.011856834,0.010443874,0.008424771,0.002877607,0.229446679,0.160674348,0.080500945,0.044219784,0.021475613,0.010506938,0.002532498,sargasso
0.051971711,0.066660076,0.069281355,0.018175419,0.01257018,0.011475578,0.003136166,0.233275458,0.179517135,0.117320515,0.049611103,0.02349438,0.013420137,0.002739117,sargasso
0.040605739,0.042438403,0.027535025,0.013156641,0.012922976,0.011994097,0.002568114,0.224940538,0.160497457,0.083153464,0.044982977,0.023755703,0.013901344,0.002286464,sargasso
0.040524624,0.038394265,0.021993311,0.010655857,0.010299574,0.010058309,0.002654866,0.224876955,0.157440349,0.078661308,0.042787768,0.021195956,0.012045306,0.002355751,sargasso
0.040524624,0.038394265,0.021993311,0.010655857,0.010299574,0.010058309,0.002654866,0.224876955,0.157440349,0.078661308,0.042787768,0.021195956,0.012045306,0.002355751,sargasso
0.039994802,0.037306797,0.025129942,0.011744751,0.011469215,0.009901552,0.003043819,0.224262401,0.156413317,0.081099138,0.043679874,0.022313543,0.01189049,0.002666801,sargasso
0.084284045,0.067009449,0.043477993,0.030702021,0.033388529,0.02914484,0.01286855,0.249890819,0.176782489,0.094951712,0.059709199,0.043473814,0.030305695,0.010540944,sargasso
0.077720948,0.063967004,0.044280697,0.035081629,0.041938528,0.038773045,0.016233867,0.242567956,0.172196105,0.094479322,0.062896676,0.051572841,0.039507702,0.01327428,sargasso
0.057787262,0.050055552,0.034881931,0.021897973,0.023099745,0.023013905,0.007458356,0.227378383,0.159961894,0.08599522,0.050792634,0.032999665,0.02434892,0.006229938,sargasso
0.058583811,0.048079904,0.030182114,0.020621154,0.018750286,0.024241291,0.014818631,0.221581757,0.15391086,0.079962403,0.048382454,0.028279504,0.025445966,0.01221822,sargasso
0.062336173,0.052709911,0.033871986,0.02391395,0.022221014,0.021632815,0.012959698,0.224058211,0.157473862,0.082999915,0.051300731,0.031671815,0.022938788,0.010712334,sargasso
0.058607902,0.047221623,0.028318368,0.018489547,0.016872311,0.01797344,0.00754978,0.221341044,0.153065026,0.078336895,0.046439826,0.026424531,0.019417863,0.006330464,sargasso
0.058607902,0.047221623,0.028318368,0.018489547,0.016872311,0.01797344,0.00754978,0.221341044,0.153065026,0.078336895,0.046439826,0.026424531,0.019417863,0.006330464,sargasso
0.058607902,0.047221623,0.028318368,0.018489547,0.016872311,0.01797344,0.00754978,0.221341044,0.153065026,0.078336895,0.046439826,0.026424531,0.019417863,0.006330464,sargasso
0.061258681,0.050512467,0.033577748,0.023154451,0.021518331,0.018517254,0.008940084,0.222919643,0.155470952,0.082604654,0.050537158,0.030951686,0.019938176,0.007458379,sargasso
0.060002498,0.052741047,0.044311963,0.03365808,0.045618583,0.027468653,0.014511947,0.222021222,0.157142609,0.091424316,0.059836429,0.054504562,0.028541887,0.011974461,sargasso
0.075565711,0.063169584,0.043968581,0.03382916,0.033597678,0.027856642,0.019745903,0.232388496,0.165223315,0.091163918,0.060001153,0.04275896,0.028915962,0.016216842,sargasso
0.072230481,0.059642643,0.0382757,0.029322743,0.027636897,0.026144307,0.017719587,0.230174646,0.16250217,0.08647383,0.056005757,0.036932394,0.027270034,0.014574628,sargasso
0.072230481,0.059642643,0.0382757,0.029322743,0.027636897,0.026144307,0.017719587,0.230174646,0.16250217,0.08647383,0.056005757,0.036932394,0.027270034,0.014574628,sargasso
0.080182403,0.065622389,0.043441422,0.032642167,0.030885458,0.030230213,0.022446871,0.235434413,0.167107612,0.090728596,0.058948558,0.04010772,0.031197816,0.018406456,sargasso
0.10458149,0.09172114,0.072273567,0.058353454,0.058261082,0.055718791,0.047434475,0.251585782,0.18721959,0.114479765,0.08174412,0.066866748,0.055699695,0.038660403,sargasso
0.083519734,0.071075827,0.05670296,0.045340128,0.050100449,0.051742569,0.037796479,0.237406075,0.171138301,0.101570331,0.070158027,0.058871917,0.051875081,0.030854508,sargasso
0.101833828,0.08685407,0.067990743,0.050394215,0.050668165,0.045050636,0.031171851,0.249532536,0.183298871,0.110870451,0.074639365,0.059426729,0.045442127,0.025484046,sargasso
0.101833828,0.08685407,0.067990743,0.050394215,0.050668165,0.045050636,0.031171851,0.249532536,0.183298871,0.110870451,0.074639365,0.059426729,0.045442127,0.025484046,sargasso
0.385691285,0.393923104,0.394317925,0.360402107,0.377878994,0.22568886,0.144540906,0.437589496,0.420036972,0.379761219,0.349535227,0.379276901,0.219094589,0.117397644,sargasso
0.369717747,0.3788113,0.378471851,0.38191697,0.391308963,0.459778249,0.25355348,0.427044749,0.408412725,0.366722435,0.368624836,0.392407537,0.444135964,0.205787942,sargasso
0.159760475,0.152338177,0.137135893,0.133654162,0.133343816,0.26933682,0.165712044,0.287930399,0.233800024,0.167857707,0.148476943,0.140244618,0.26105848,0.134569436,sargasso
0.108143389,0.099777617,0.089054137,0.075067244,0.082418725,0.056751166,0.042712927,0.253518969,0.193125725,0.128169537,0.09648522,0.090449713,0.056689918,0.034850627,sargasso
0.108143389,0.099777617,0.089054137,0.075067244,0.082418725,0.056751166,0.042712927,0.253518969,0.193125725,0.128169537,0.09648522,0.090449713,0.056689918,0.034850627,sargasso
0.089600421,0.078336447,0.062817551,0.049502656,0.048938319,0.084406406,0.070208684,0.241221353,0.17658633,0.10654445,0.073812157,0.057721402,0.083277337,0.057149552,sargasso
0.121485628,0.111254886,0.093767941,0.081172921,0.083767623,0.066119075,0.057171404,0.262329519,0.201956302,0.132047236,0.101896591,0.091766872,0.065696239,0.046577439,sargasso
0.143960759,0.133611649,0.115251921,0.113195486,0.115889698,0.113295846,0.102500468,0.277222246,0.219195604,0.149754837,0.13029772,0.123167284,0.111051701,0.083340108,sargasso
0.143960759,0.133611649,0.115251921,0.113195486,0.115889698,0.113295846,0.102500468,0.277222246,0.219195604,0.149754837,0.13029772,0.123167284,0.111051701,0.083340108,sargasso
0.091169775,0.075751521,0.053185135,0.046658952,0.045025948,0.052817352,0.043803252,0.242220834,0.174567491,0.098596044,0.07128562,0.053895313,0.052908473,0.035736732,sargasso
0.070639089,0.060888693,0.046677466,0.037431002,0.035577863,0.074273914,0.05402917,0.22839269,0.162948221,0.093156531,0.063057132,0.044643059,0.073535569,0.04403913,sargasso
0.070639089,0.060888693,0.046677466,0.037431002,0.035577863,0.074273914,0.05402917,0.22839269,0.162948221,0.093156531,0.063057132,0.044643059,0.073535569,0.04403913,sargasso
0.063762039,0.05058407,0.029430158,0.019665187,0.017010028,0.017112669,0.009897602,0.22389096,0.155039862,0.078958541,0.04731055,0.026496228,0.018580165,0.008240242,sargasso
0.066767715,0.052484073,0.030210609,0.020612549,0.018176192,0.015635006,0.008759442,0.225879043,0.156502709,0.079601057,0.048150595,0.027636183,0.017159546,0.007317061,sargasso
0.064171433,0.056915734,0.041670486,0.024254644,0.02174921,0.018395316,0.0101467,0.223932132,0.159761801,0.08897157,0.051335279,0.031112244,0.019810405,0.008443923,sargasso
0.064171433,0.056915734,0.041670486,0.024254644,0.02174921,0.018395316,0.0101467,0.223932132,0.159761801,0.08897157,0.051335279,0.031112244,0.019810405,0.008443923,sargasso
0.071299538,0.060487855,0.041241985,0.027442763,0.023482334,0.023643481,0.014486223,0.228656217,0.162515298,0.088617235,0.054163273,0.032806475,0.024856454,0.011965072,sargasso
0.06868837,0.055280972,0.033727936,0.023269376,0.020110752,0.018706195,0.009893668,0.226918533,0.158494294,0.082420237,0.050460543,0.029510424,0.02010943,0.008238806,sargasso
0.071336128,0.055701151,0.032163426,0.02291213,0.020646544,0.02383771,0.015960494,0.228668958,0.158814847,0.081128851,0.050143093,0.030034095,0.025043342,0.01316158,sargasso
0.083085053,0.068112969,0.04559534,0.030642772,0.029343484,0.018744953,0.011578681,0.23645924,0.168390125,0.092204019,0.057001065,0.038536057,0.020146808,0.009606244,sargasso
0.083085053,0.068112969,0.04559534,0.030642772,0.029343484,0.018744953,0.011578681,0.23645924,0.168390125,0.092204019,0.057001065,0.038536057,0.020146808,0.009606244,sargasso
0.083085053,0.068112969,0.04559534,0.030642772,0.029343484,0.018744953,0.011578681,0.23645924,0.168390125,0.092204019,0.057001065,0.038536057,0.020146808,0.009606244,sargasso
0.085442796,0.071239471,0.049135569,0.042617541,0.04141672,0.05477336,0.046233971,0.237851039,0.170677006,0.095062584,0.06758941,0.050325308,0.054786805,0.037734695,sargasso
0.085442796,0.071239471,0.049135569,0.042617541,0.04141672,0.05477336,0.046233971,0.237851039,0.170677006,0.095062584,0.06758941,0.050325308,0.054786805,0.037734695,sargasso
0.095497683,0.083453193,0.06221268,0.052537877,0.051688433,0.030947996,0.025302535,0.244504362,0.180090457,0.105842009,0.076387942,0.060365736,0.031877998,0.020747244,sargasso
0.095679171,0.091952577,0.080812611,0.067264438,0.067505889,0.052472536,0.044615287,0.244415268,0.186503127,0.1211145,0.08941447,0.075813599,0.052572742,0.036429524,sargasso
0.062714368,0.057436135,0.043387335,0.035457171,0.032669373,0.050801434,0.041752264,0.222515762,0.159847081,0.090237811,0.061187882,0.041755985,0.050966043,0.034105688,sargasso
0.062714368,0.057436135,0.043387335,0.035457171,0.032669373,0.050801434,0.041752264,0.222515762,0.159847081,0.090237811,0.061187882,0.041755985,0.050966043,0.034105688,sargasso
0.102940992,0.105076239,0.105434246,0.087429188,0.090528548,0.052620184,0.042872697,0.24902682,0.196489289,0.141362324,0.107271165,0.098306574,0.052713051,0.035022307,sargasso
0.058348574,0.05320907,0.043121543,0.032658901,0.028332962,0.054601345,0.046827622,0.219389632,0.156422645,0.08994168,0.058659818,0.037499964,0.054618344,0.038234118,sargasso
0.054563262,0.048300941,0.033918884,0.023151001,0.020838054,0.019830514,0.012911788,0.216868907,0.152628437,0.082346767,0.050220788,0.030172387,0.021182353,0.010694617,sargasso
0.054563262,0.048300941,0.033918884,0.023151001,0.020838054,0.019830514,0.012911788,0.216868907,0.152628437,0.082346767,0.050220788,0.030172387,0.021182353,0.010694617,sargasso
0.066878647,0.054716561,0.033300053,0.023817895,0.021593882,0.024453562,0.017077364,0.225047529,0.15758127,0.081835307,0.050812408,0.030911302,0.025628034,0.014077261,sargasso
0.066878647,0.054716561,0.033300053,0.023817895,0.021593882,0.024453562,0.017077364,0.225047529,0.15758127,0.081835307,0.050812408,0.030911302,0.025628034,0.014077261,sargasso
0.059773188,0.054082032,0.040643636,0.026793536,0.023368644,0.024723789,0.016019616,0.220104918,0.156933784,0.087818652,0.053408157,0.032629777,0.025885055,0.013220766,sargasso
0.058860689,0.050554425,0.032262851,0.022867439,0.020566512,0.022975827,0.015472627,0.219493061,0.154205233,0.08090046,0.049922783,0.029890113,0.024204204,0.012776656,sargasso
0.056503899,0.04758741,0.028229745,0.018264512,0.015623425,0.016877666,0.009668045,0.217920318,0.151909396,0.077570513,0.04583646,0.025057208,0.018339915,0.008062275,sargasso
0.061872691,0.049880885,0.028024737,0.018172326,0.015146943,0.01237108,0.008027536,0.221544757,0.15372014,0.077421151,0.045766205,0.024595464,0.014007064,0.00672995,sargasso
0.061872691,0.049880885,0.028024737,0.018172326,0.015146943,0.01237108,0.008027536,0.221544757,0.15372014,0.077421151,0.045766205,0.024595464,0.014007064,0.00672995,sargasso
0.050353266,0.044561956,0.031262144,0.019562032,0.015915245,0.013925259,0.007814595,0.213663802,0.149451688,0.080015317,0.046953838,0.025329862,0.015498464,0.006558003,sargasso
